,,Mg/Ca,Mg/Ca,Mg/Ca,d18O,d18O,d18O,depthrange,depthrange,ddate,sal,sal,sal,d18Ow,d18Ow,d18Ow,Ctemp_min,Ctemp_min,Ctemp_min,Ctemp_max,Ctemp_max,Ctemp_max,Ctemp_mid,Ctemp_mid,Ctemp_mid
size_fraction,,250-350,350-500,500-1000,250-350,350-500,500-1000,min,max,,min,max,mid,min,max,mid,250-350,350-500,500-1000,250-350,350-500,500-1000,250-350,350-500,500-1000
,Date,,,,,,,,,,,,,,,,,,,,,,,,
G. sacculifer (with sac),1981-04-01,,2.81,,,,,0.0,50.0,4108,36.54+/-0.09,36.51+/-0.09,36.52+/-0.09,1.13+/-0.05,1.11+/-0.05,1.11+/-0.05,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan
G. sacculifer (with sac),1981-08-01,,3.69,,,-1.02,,0.0,50.0,4230,36.30+/-0.09,36.50+/-0.09,36.34+/-0.09,0.99+/-0.05,1.10+/-0.05,1.01+/-0.05,nan+/-nan,24.83+/-0.24,nan+/-nan,nan+/-nan,25.35+/-0.24,nan+/-nan,nan+/-nan,24.93+/-0.24,nan+/-nan
G. sacculifer (with sac),1981-11-01,,4.06,,,-1.25,,0.0,50.0,4322,36.44+/-0.09,36.50+/-0.09,36.50+/-0.09,1.07+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,26.31+/-0.24,nan+/-nan,nan+/-nan,26.47+/-0.24,nan+/-nan,nan+/-nan,26.47+/-0.24,nan+/-nan
G. sacculifer (with sac),1982-05-01,,3.14,,,-0.34,,0.0,50.0,4503,36.54+/-0.09,36.50+/-0.09,36.51+/-0.09,1.12+/-0.05,1.10+/-0.05,1.11+/-0.05,nan+/-nan,22.27+/-0.23,nan+/-nan,nan+/-nan,22.17+/-0.23,nan+/-nan,nan+/-nan,22.20+/-0.23,nan+/-nan
G. sacculifer (with sac),1982-07-01,,3.84,,,-0.97,,0.0,50.0,4564,36.38+/-0.09,36.50+/-0.09,36.47+/-0.09,1.04+/-0.05,1.10+/-0.05,1.08+/-0.05,nan+/-nan,24.81+/-0.24,nan+/-nan,nan+/-nan,25.11+/-0.24,nan+/-nan,nan+/-nan,25.04+/-0.24,nan+/-nan
G. sacculifer (with sac),1982-11-01,,,,,-1.16,,0.0,50.0,4687,36.43+/-0.09,36.49+/-0.09,36.49+/-0.09,1.06+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,25.84+/-0.24,nan+/-nan,nan+/-nan,26.01+/-0.24,nan+/-nan,nan+/-nan,26.01+/-0.24,nan+/-nan
G. sacculifer (with sac),1983-10-01,,4.26,,,-1.55,,0.0,50.0,5021,36.31+/-0.09,36.49+/-0.09,36.37+/-0.09,1.00+/-0.05,1.10+/-0.05,1.03+/-0.05,nan+/-nan,27.39+/-0.24,nan+/-nan,nan+/-nan,27.87+/-0.24,nan+/-nan,nan+/-nan,27.55+/-0.24,nan+/-nan
G. sacculifer (without sac),1978-05-01,,3.35,,,-0.45,,0.0,50.0,3042,36.57+/-0.09,36.53+/-0.09,36.54+/-0.09,1.14+/-0.05,1.12+/-0.05,1.12+/-0.05,nan+/-nan,22.86+/-0.23,nan+/-nan,nan+/-nan,22.76+/-0.23,nan+/-nan,nan+/-nan,22.78+/-0.23,nan+/-nan
G. sacculifer (without sac),1979-11-01,,4.04,,,-1.54,,0.0,50.0,3591,36.47+/-0.09,36.52+/-0.09,36.52+/-0.09,1.09+/-0.05,1.12+/-0.05,1.12+/-0.05,nan+/-nan,27.78+/-0.24,nan+/-nan,nan+/-nan,27.92+/-0.24,nan+/-nan,nan+/-nan,27.92+/-0.24,nan+/-nan
G. sacculifer (without sac),1980-09-01,,3.29,,,-1.18,,0.0,50.0,3896,36.29+/-0.09,36.50+/-0.09,36.32+/-0.09,0.99+/-0.05,1.10+/-0.05,1.00+/-0.05,nan+/-nan,25.57+/-0.24,nan+/-nan,nan+/-nan,26.13+/-0.24,nan+/-nan,nan+/-nan,25.64+/-0.24,nan+/-nan
G. sacculifer (without sac),1980-11-01,,3.71,,,-1.08,,0.0,50.0,3957,36.46+/-0.09,36.51+/-0.09,36.52+/-0.09,1.08+/-0.05,1.11+/-0.05,1.11+/-0.05,nan+/-nan,25.54+/-0.24,nan+/-nan,nan+/-nan,25.68+/-0.24,nan+/-nan,nan+/-nan,25.68+/-0.24,nan+/-nan
G. sacculifer (without sac),1981-04-01,,2.68,,,-0.11,,0.0,50.0,4108,36.54+/-0.09,36.51+/-0.09,36.52+/-0.09,1.13+/-0.05,1.11+/-0.05,1.11+/-0.05,nan+/-nan,21.22+/-0.23,nan+/-nan,nan+/-nan,21.14+/-0.23,nan+/-nan,nan+/-nan,21.17+/-0.23,nan+/-nan
G. sacculifer (without sac),1981-08-01,,3.56,,,-1.22,,0.0,50.0,4230,36.30+/-0.09,36.50+/-0.09,36.34+/-0.09,0.99+/-0.05,1.10+/-0.05,1.01+/-0.05,nan+/-nan,25.78+/-0.24,nan+/-nan,nan+/-nan,26.31+/-0.24,nan+/-nan,nan+/-nan,25.88+/-0.24,nan+/-nan
G. sacculifer (without sac),1981-11-01,,3.76,,,-1.26,,0.0,50.0,4322,36.44+/-0.09,36.50+/-0.09,36.50+/-0.09,1.07+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,26.36+/-0.24,nan+/-nan,nan+/-nan,26.51+/-0.24,nan+/-nan,nan+/-nan,26.51+/-0.24,nan+/-nan
G. sacculifer (without sac),1982-05-01,,2.7,,,-0.4,,0.0,50.0,4503,36.54+/-0.09,36.50+/-0.09,36.51+/-0.09,1.12+/-0.05,1.10+/-0.05,1.11+/-0.05,nan+/-nan,22.55+/-0.23,nan+/-nan,nan+/-nan,22.45+/-0.23,nan+/-nan,nan+/-nan,22.48+/-0.23,nan+/-nan
G. sacculifer (without sac),1982-07-01,,3.61,,,-1.07,,0.0,50.0,4564,36.38+/-0.09,36.50+/-0.09,36.47+/-0.09,1.04+/-0.05,1.10+/-0.05,1.08+/-0.05,nan+/-nan,25.29+/-0.24,nan+/-nan,nan+/-nan,25.59+/-0.24,nan+/-nan,nan+/-nan,25.51+/-0.24,nan+/-nan
G. sacculifer (without sac),1982-11-01,,3.43,,,-1.04,,0.0,50.0,4687,36.43+/-0.09,36.49+/-0.09,36.49+/-0.09,1.06+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,25.27+/-0.24,nan+/-nan,nan+/-nan,25.44+/-0.24,nan+/-nan,nan+/-nan,25.44+/-0.24,nan+/-nan
G. sacculifer (without sac),1983-10-01,,3.57,,,-1.48,,0.0,50.0,5021,36.31+/-0.09,36.49+/-0.09,36.37+/-0.09,1.00+/-0.05,1.10+/-0.05,1.03+/-0.05,nan+/-nan,27.05+/-0.24,nan+/-nan,nan+/-nan,27.53+/-0.24,nan+/-nan,nan+/-nan,27.21+/-0.24,nan+/-nan
G. truncatulinoides,1978-05-01,,1.73,,,0.63,,200.0,500.0,3042,36.55+/-0.09,36.25+/-0.09,36.50+/-0.09,1.13+/-0.05,0.96+/-0.05,1.10+/-0.05,nan+/-nan,17.92+/-0.22,nan+/-nan,nan+/-nan,17.17+/-0.22,nan+/-nan,nan+/-nan,17.79+/-0.22,nan+/-nan
G. truncatulinoides,1978-07-01,,1.97,,,0.67,,200.0,500.0,3103,36.55+/-0.09,36.25+/-0.09,36.50+/-0.09,1.13+/-0.05,0.96+/-0.05,1.10+/-0.05,nan+/-nan,17.74+/-0.22,nan+/-nan,nan+/-nan,17.00+/-0.22,nan+/-nan,nan+/-nan,17.61+/-0.22,nan+/-nan
G. truncatulinoides,1979-01-01,,1.76,,,0.37,,200.0,500.0,3287,36.55+/-0.09,36.25+/-0.09,36.50+/-0.09,1.13+/-0.05,0.96+/-0.05,1.10+/-0.05,nan+/-nan,19.07+/-0.23,nan+/-nan,nan+/-nan,18.32+/-0.22,nan+/-nan,nan+/-nan,18.94+/-0.23,nan+/-nan
G. truncatulinoides,1979-02-01,,,1.72,,,,200.0,500.0,3318,36.55+/-0.09,36.25+/-0.09,36.50+/-0.09,1.13+/-0.05,0.96+/-0.05,1.10+/-0.05,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan
G. truncatulinoides,1979-04-01,,1.63,,,0.35,,200.0,500.0,3377,36.55+/-0.09,36.25+/-0.09,36.49+/-0.09,1.13+/-0.05,0.96+/-0.05,1.10+/-0.05,nan+/-nan,19.16+/-0.23,nan+/-nan,nan+/-nan,18.41+/-0.22,nan+/-nan,nan+/-nan,19.03+/-0.23,nan+/-nan
G. truncatulinoides,1979-06-01,,1.99,,,0.55,,200.0,500.0,3438,36.55+/-0.09,36.24+/-0.09,36.49+/-0.09,1.13+/-0.05,0.96+/-0.05,1.10+/-0.05,nan+/-nan,18.26+/-0.22,nan+/-nan,nan+/-nan,17.52+/-0.22,nan+/-nan,nan+/-nan,18.13+/-0.22,nan+/-nan
G. truncatulinoides,1980-01-01,,1.72,,,0.61,,200.0,500.0,3652,36.54+/-0.09,36.24+/-0.09,36.49+/-0.09,1.13+/-0.05,0.96+/-0.05,1.10+/-0.05,nan+/-nan,17.99+/-0.22,nan+/-nan,nan+/-nan,17.24+/-0.22,nan+/-nan,nan+/-nan,17.86+/-0.22,nan+/-nan
G. truncatulinoides,1980-03-01,,1.7,,,0.78,,200.0,500.0,3712,36.54+/-0.09,36.24+/-0.09,36.49+/-0.09,1.13+/-0.05,0.96+/-0.05,1.10+/-0.05,nan+/-nan,17.23+/-0.22,nan+/-nan,nan+/-nan,16.50+/-0.22,nan+/-nan,nan+/-nan,17.10+/-0.22,nan+/-nan
G. truncatulinoides,1980-05-01,,1.71,,,0.72,,200.0,500.0,3773,36.54+/-0.09,36.24+/-0.09,36.49+/-0.09,1.13+/-0.05,0.96+/-0.05,1.10+/-0.05,nan+/-nan,17.49+/-0.22,nan+/-nan,nan+/-nan,16.75+/-0.22,nan+/-nan,nan+/-nan,17.36+/-0.22,nan+/-nan
G. truncatulinoides,1980-07-01,,1.89,,,0.42,,200.0,500.0,3834,36.54+/-0.09,36.24+/-0.09,36.49+/-0.09,1.12+/-0.05,0.96+/-0.05,1.09+/-0.05,nan+/-nan,18.82+/-0.22,nan+/-nan,nan+/-nan,18.07+/-0.22,nan+/-nan,nan+/-nan,18.69+/-0.22,nan+/-nan
G. truncatulinoides,1980-09-01,,1.71,,,0.63,,200.0,500.0,3896,36.54+/-0.09,36.23+/-0.09,36.48+/-0.09,1.12+/-0.05,0.95+/-0.05,1.09+/-0.05,nan+/-nan,17.88+/-0.22,nan+/-nan,nan+/-nan,17.14+/-0.22,nan+/-nan,nan+/-nan,17.75+/-0.22,nan+/-nan
G. truncatulinoides,1980-11-01,,1.66,,,0.47,,200.0,500.0,3957,36.54+/-0.09,36.23+/-0.09,36.48+/-0.09,1.12+/-0.05,0.95+/-0.05,1.09+/-0.05,nan+/-nan,18.59+/-0.22,nan+/-nan,nan+/-nan,17.84+/-0.22,nan+/-nan,nan+/-nan,18.46+/-0.22,nan+/-nan
G. truncatulinoides,1981-01-01,,1.74,,,0.51,,200.0,500.0,4018,36.53+/-0.09,36.23+/-0.09,36.48+/-0.09,1.12+/-0.05,0.95+/-0.05,1.09+/-0.05,nan+/-nan,18.41+/-0.22,nan+/-nan,nan+/-nan,17.66+/-0.22,nan+/-nan,nan+/-nan,18.28+/-0.22,nan+/-nan
G. truncatulinoides,1981-03-01,,1.71,,,0.65,,200.0,500.0,4077,36.53+/-0.09,36.23+/-0.09,36.48+/-0.09,1.12+/-0.05,0.95+/-0.05,1.09+/-0.05,nan+/-nan,17.78+/-0.22,nan+/-nan,nan+/-nan,17.04+/-0.22,nan+/-nan,nan+/-nan,17.65+/-0.22,nan+/-nan
G. truncatulinoides,1981-04-01,,1.74,,,0.78,,200.0,500.0,4108,36.53+/-0.09,36.23+/-0.09,36.48+/-0.09,1.12+/-0.05,0.95+/-0.05,1.09+/-0.05,nan+/-nan,17.21+/-0.22,nan+/-nan,nan+/-nan,16.47+/-0.22,nan+/-nan,nan+/-nan,17.08+/-0.22,nan+/-nan
G. truncatulinoides,1981-06-01,,2.18,,,0.64,,200.0,500.0,4169,36.53+/-0.09,36.23+/-0.09,36.48+/-0.09,1.12+/-0.05,0.95+/-0.05,1.09+/-0.05,nan+/-nan,17.82+/-0.22,nan+/-nan,nan+/-nan,17.08+/-0.22,nan+/-nan,nan+/-nan,17.69+/-0.22,nan+/-nan
G. truncatulinoides,1981-08-01,,1.86,,,0.63,,200.0,500.0,4230,36.53+/-0.09,36.23+/-0.09,36.47+/-0.09,1.12+/-0.05,0.95+/-0.05,1.09+/-0.05,nan+/-nan,17.86+/-0.22,nan+/-nan,nan+/-nan,17.12+/-0.22,nan+/-nan,nan+/-nan,17.73+/-0.22,nan+/-nan
G. truncatulinoides,1981-11-01,,1.88,,,0.79,,200.0,500.0,4322,36.53+/-0.09,36.22+/-0.09,36.47+/-0.09,1.12+/-0.05,0.95+/-0.05,1.09+/-0.05,nan+/-nan,17.15+/-0.22,nan+/-nan,nan+/-nan,16.41+/-0.22,nan+/-nan,nan+/-nan,17.02+/-0.22,nan+/-nan
G. truncatulinoides,1982-01-01,,2.43,1.7,,0.73,0.73,200.0,500.0,4383,36.52+/-0.09,36.22+/-0.09,36.47+/-0.09,1.12+/-0.05,0.95+/-0.05,1.09+/-0.05,nan+/-nan,17.41+/-0.22,17.41+/-0.22,nan+/-nan,16.67+/-0.22,16.67+/-0.22,nan+/-nan,17.28+/-0.22,17.28+/-0.22
G. truncatulinoides,1982-03-01,,1.54,1.79,,0.8,0.78,200.0,500.0,4442,36.52+/-0.09,36.22+/-0.09,36.47+/-0.09,1.12+/-0.05,0.95+/-0.05,1.09+/-0.05,nan+/-nan,17.10+/-0.22,17.19+/-0.22,nan+/-nan,16.36+/-0.22,16.45+/-0.22,nan+/-nan,16.97+/-0.22,17.06+/-0.22
G. truncatulinoides,1982-05-01,,2.01,1.85,,0.59,0.85,200.0,500.0,4503,36.52+/-0.09,36.22+/-0.09,36.47+/-0.09,1.11+/-0.05,0.95+/-0.05,1.08+/-0.05,nan+/-nan,18.02+/-0.22,16.88+/-0.22,nan+/-nan,17.28+/-0.22,16.14+/-0.22,nan+/-nan,17.89+/-0.22,16.75+/-0.22
G. truncatulinoides,1983-02-01,,1.69,1.65,,0.58,0.63,200.0,500.0,4779,36.52+/-0.09,36.21+/-0.09,36.46+/-0.09,1.11+/-0.05,0.94+/-0.05,1.08+/-0.05,nan+/-nan,18.05+/-0.22,17.83+/-0.22,nan+/-nan,17.31+/-0.22,17.09+/-0.22,nan+/-nan,17.92+/-0.22,17.70+/-0.22
G. truncatulinoides,1983-04-01,,1.7,1.56,,0.71,0.71,200.0,500.0,4838,36.51+/-0.09,36.21+/-0.09,36.46+/-0.09,1.11+/-0.05,0.94+/-0.05,1.08+/-0.05,nan+/-nan,17.48+/-0.22,17.48+/-0.22,nan+/-nan,16.74+/-0.22,16.74+/-0.22,nan+/-nan,17.35+/-0.22,17.35+/-0.22
G. truncatulinoides,1983-06-01,,1.95,,,0.73,,200.0,500.0,4899,36.51+/-0.09,36.21+/-0.09,36.46+/-0.09,1.11+/-0.05,0.94+/-0.05,1.08+/-0.05,nan+/-nan,17.39+/-0.22,nan+/-nan,nan+/-nan,16.65+/-0.22,nan+/-nan,nan+/-nan,17.26+/-0.22,nan+/-nan
G. truncatulinoides,1983-08-01,,2.21,2.15,,0.47,0.78,200.0,500.0,4960,36.51+/-0.09,36.21+/-0.09,36.46+/-0.09,1.11+/-0.05,0.94+/-0.05,1.08+/-0.05,nan+/-nan,18.54+/-0.22,17.17+/-0.22,nan+/-nan,17.79+/-0.22,16.43+/-0.22,nan+/-nan,18.40+/-0.22,17.03+/-0.22
G. truncatulinoides,1983-10-01,,1.7,,,1.0,,200.0,500.0,5021,36.51+/-0.09,36.21+/-0.09,36.46+/-0.09,1.11+/-0.05,0.94+/-0.05,1.08+/-0.05,nan+/-nan,16.20+/-0.22,nan+/-nan,nan+/-nan,15.47+/-0.22,nan+/-nan,nan+/-nan,16.07+/-0.22,nan+/-nan
G. truncatulinoides,1983-12-01,,1.72,1.55,,0.44,0.49,200.0,500.0,5082,36.51+/-0.09,36.21+/-0.09,36.46+/-0.09,1.11+/-0.05,0.94+/-0.05,1.08+/-0.05,nan+/-nan,18.67+/-0.22,18.45+/-0.22,nan+/-nan,17.92+/-0.22,17.70+/-0.22,nan+/-nan,18.54+/-0.22,18.31+/-0.22
G. truncatulinoides,1984-02-01,,1.81,1.7,,0.6,0.67,200.0,500.0,5144,36.51+/-0.09,36.21+/-0.09,36.46+/-0.09,1.11+/-0.05,0.94+/-0.05,1.08+/-0.05,nan+/-nan,17.96+/-0.22,17.65+/-0.22,nan+/-nan,17.21+/-0.22,16.91+/-0.22,nan+/-nan,17.83+/-0.22,17.52+/-0.22
G. truncatulinoides,1984-04-01,,1.67,1.56,,0.74,0.56,200.0,500.0,5204,36.51+/-0.09,36.21+/-0.09,36.46+/-0.09,1.11+/-0.05,0.94+/-0.05,1.08+/-0.05,nan+/-nan,17.34+/-0.22,18.14+/-0.22,nan+/-nan,16.60+/-0.22,17.39+/-0.22,nan+/-nan,17.21+/-0.22,18.00+/-0.22
N. dutertrei,1978-05-01,,1.91,,,0.3,,50.0,100.0,3042,36.53+/-0.09,36.53+/-0.09,36.52+/-0.09,1.12+/-0.05,1.12+/-0.05,1.12+/-0.05,nan+/-nan,19.33+/-0.23,nan+/-nan,nan+/-nan,19.33+/-0.23,nan+/-nan,nan+/-nan,19.33+/-0.23,nan+/-nan
N. dutertrei,1978-07-01,,1.77,,,0.2,,50.0,100.0,3103,36.53+/-0.09,36.53+/-0.09,36.52+/-0.09,1.12+/-0.05,1.12+/-0.05,1.12+/-0.05,nan+/-nan,19.78+/-0.23,nan+/-nan,nan+/-nan,19.78+/-0.23,nan+/-nan,nan+/-nan,19.78+/-0.23,nan+/-nan
N. dutertrei,1979-01-01,,2.21,,,-0.07,,50.0,100.0,3287,36.53+/-0.09,36.53+/-0.09,36.52+/-0.09,1.12+/-0.05,1.12+/-0.05,1.12+/-0.05,nan+/-nan,21.00+/-0.23,nan+/-nan,nan+/-nan,21.00+/-0.23,nan+/-nan,nan+/-nan,21.00+/-0.23,nan+/-nan
N. dutertrei,1979-04-01,,2.35,,,0.28,,50.0,100.0,3377,36.53+/-0.09,36.53+/-0.09,36.52+/-0.09,1.12+/-0.05,1.12+/-0.05,1.12+/-0.05,nan+/-nan,19.42+/-0.23,nan+/-nan,nan+/-nan,19.42+/-0.23,nan+/-nan,nan+/-nan,19.41+/-0.23,nan+/-nan
N. dutertrei,1979-06-01,,2.26,,,-0.25,,50.0,100.0,3438,36.52+/-0.09,36.52+/-0.09,36.52+/-0.09,1.12+/-0.05,1.12+/-0.05,1.12+/-0.05,nan+/-nan,21.82+/-0.23,nan+/-nan,nan+/-nan,21.82+/-0.23,nan+/-nan,nan+/-nan,21.82+/-0.23,nan+/-nan
N. dutertrei,1979-11-01,,2.96,,,-0.61,,50.0,100.0,3591,36.52+/-0.09,36.52+/-0.09,36.52+/-0.09,1.12+/-0.05,1.11+/-0.05,1.11+/-0.05,nan+/-nan,23.49+/-0.24,nan+/-nan,nan+/-nan,23.48+/-0.24,nan+/-nan,nan+/-nan,23.48+/-0.24,nan+/-nan
N. dutertrei,1980-01-01,,2.56,,,,,50.0,100.0,3652,36.52+/-0.09,36.52+/-0.09,36.52+/-0.09,1.11+/-0.05,1.11+/-0.05,1.11+/-0.05,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan
N. dutertrei,1980-03-01,,2.62,,,0.33,,50.0,100.0,3712,36.52+/-0.09,36.52+/-0.09,36.52+/-0.09,1.11+/-0.05,1.11+/-0.05,1.11+/-0.05,nan+/-nan,19.18+/-0.23,nan+/-nan,nan+/-nan,19.18+/-0.23,nan+/-nan,nan+/-nan,19.17+/-0.23,nan+/-nan
N. dutertrei,1980-05-01,,2.32,,,0.51,,50.0,100.0,3773,36.52+/-0.09,36.52+/-0.09,36.51+/-0.09,1.11+/-0.05,1.11+/-0.05,1.11+/-0.05,nan+/-nan,18.37+/-0.22,nan+/-nan,nan+/-nan,18.37+/-0.22,nan+/-nan,nan+/-nan,18.36+/-0.22,nan+/-nan
N. dutertrei,1980-11-01,,3.01,,,-0.21,,50.0,100.0,3957,36.51+/-0.09,36.51+/-0.09,36.51+/-0.09,1.11+/-0.05,1.11+/-0.05,1.11+/-0.05,nan+/-nan,21.61+/-0.23,nan+/-nan,nan+/-nan,21.61+/-0.23,nan+/-nan,nan+/-nan,21.60+/-0.23,nan+/-nan
N. dutertrei,1981-03-01,,2.09,,,0.36,,50.0,100.0,4077,36.51+/-0.09,36.51+/-0.09,36.51+/-0.09,1.11+/-0.05,1.11+/-0.05,1.11+/-0.05,nan+/-nan,19.02+/-0.23,nan+/-nan,nan+/-nan,19.02+/-0.23,nan+/-nan,nan+/-nan,19.01+/-0.23,nan+/-nan
N. dutertrei,1981-04-01,,2.37,,,0.44,,50.0,100.0,4108,36.51+/-0.09,36.51+/-0.09,36.51+/-0.09,1.11+/-0.05,1.11+/-0.05,1.11+/-0.05,nan+/-nan,18.66+/-0.22,nan+/-nan,nan+/-nan,18.66+/-0.22,nan+/-nan,nan+/-nan,18.65+/-0.22,nan+/-nan
N. dutertrei,1981-11-01,,2.47,,,-0.59,,50.0,100.0,4322,36.50+/-0.09,36.50+/-0.09,36.50+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,23.34+/-0.23,nan+/-nan,nan+/-nan,23.34+/-0.23,nan+/-nan,nan+/-nan,23.34+/-0.23,nan+/-nan
N. dutertrei,1982-05-01,,2.33,,,0.3,,50.0,100.0,4503,36.50+/-0.09,36.50+/-0.09,36.50+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,19.26+/-0.23,nan+/-nan,nan+/-nan,19.26+/-0.23,nan+/-nan,nan+/-nan,19.25+/-0.23,nan+/-nan
N. dutertrei,1982-07-01,,2.35,,,-0.12,,50.0,100.0,4564,36.50+/-0.09,36.50+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,21.16+/-0.23,nan+/-nan,nan+/-nan,21.16+/-0.23,nan+/-nan,nan+/-nan,21.15+/-0.23,nan+/-nan
N. dutertrei,1982-11-01,,2.15,,,-0.3,,50.0,100.0,4687,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,21.98+/-0.23,nan+/-nan,nan+/-nan,21.98+/-0.23,nan+/-nan,nan+/-nan,21.97+/-0.23,nan+/-nan
N. dutertrei,1983-02-01,,2.47,,,0.27,,50.0,100.0,4779,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,19.38+/-0.23,nan+/-nan,nan+/-nan,19.38+/-0.23,nan+/-nan,nan+/-nan,19.37+/-0.23,nan+/-nan
N. dutertrei,1983-04-01,,1.99,,,0.4,,50.0,100.0,4838,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,18.80+/-0.22,nan+/-nan,nan+/-nan,18.80+/-0.22,nan+/-nan,nan+/-nan,18.79+/-0.22,nan+/-nan
N. dutertrei,1983-12-01,,2.56,,,-0.53,,50.0,100.0,5082,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,23.03+/-0.23,nan+/-nan,nan+/-nan,23.03+/-0.23,nan+/-nan,nan+/-nan,23.02+/-0.23,nan+/-nan
N. dutertrei,1984-02-01,,1.52,,,0.12,,50.0,100.0,5144,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,20.05+/-0.23,nan+/-nan,nan+/-nan,20.05+/-0.23,nan+/-nan,nan+/-nan,20.04+/-0.23,nan+/-nan
N. dutertrei,1984-04-01,,1.94,,,0.36,,50.0,100.0,5204,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,18.97+/-0.23,nan+/-nan,nan+/-nan,18.97+/-0.23,nan+/-nan,nan+/-nan,18.96+/-0.23,nan+/-nan
O. universa (thick test),1978-07-01,,,5.05,,,-0.34,50.0,100.0,3103,36.53+/-0.09,36.53+/-0.09,36.52+/-0.09,1.12+/-0.05,1.12+/-0.05,1.12+/-0.05,nan+/-nan,nan+/-nan,22.24+/-0.23,nan+/-nan,nan+/-nan,22.25+/-0.23,nan+/-nan,nan+/-nan,22.24+/-0.23
O. universa (thick test),1978-09-01,,,8.21,,,-0.97,50.0,100.0,3165,36.52+/-0.09,36.53+/-0.09,36.52+/-0.09,1.11+/-0.05,1.12+/-0.05,1.12+/-0.05,nan+/-nan,nan+/-nan,25.17+/-0.24,nan+/-nan,nan+/-nan,25.19+/-0.24,nan+/-nan,nan+/-nan,25.19+/-0.24
O. universa (thick test),1979-06-01,,,4.94,,,,50.0,100.0,3438,36.52+/-0.09,36.52+/-0.09,36.52+/-0.09,1.12+/-0.05,1.12+/-0.05,1.12+/-0.05,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan
O. universa (thick test),1979-09-01,,,6.25,,,-0.12,50.0,100.0,3530,36.51+/-0.09,36.52+/-0.09,36.52+/-0.09,1.11+/-0.05,1.12+/-0.05,1.11+/-0.05,nan+/-nan,nan+/-nan,21.19+/-0.23,nan+/-nan,nan+/-nan,21.22+/-0.23,nan+/-nan,nan+/-nan,21.22+/-0.23
O. universa (thick test),1981-08-01,,,4.79,,,0.05,50.0,100.0,4230,36.50+/-0.09,36.50+/-0.09,36.50+/-0.09,1.10+/-0.05,1.11+/-0.05,1.10+/-0.05,nan+/-nan,nan+/-nan,20.39+/-0.23,nan+/-nan,nan+/-nan,20.40+/-0.23,nan+/-nan,nan+/-nan,20.40+/-0.23
O. universa (thick test),1982-05-01,,,5.76,,,-0.19,50.0,100.0,4503,36.50+/-0.09,36.50+/-0.09,36.50+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,nan+/-nan,21.48+/-0.23,nan+/-nan,nan+/-nan,21.48+/-0.23,nan+/-nan,nan+/-nan,21.47+/-0.23
O. universa (thick test),1982-07-01,,,7.33,,,-0.72,50.0,100.0,4564,36.50+/-0.09,36.50+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,nan+/-nan,23.93+/-0.24,nan+/-nan,nan+/-nan,23.93+/-0.24,nan+/-nan,nan+/-nan,23.93+/-0.24
O. universa (thick test),1982-11-01,,,5.66,,,-0.68,50.0,100.0,4687,36.49+/-0.09,36.49+/-0.09,36.49+/-0.09,1.10+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,nan+/-nan,23.74+/-0.24,nan+/-nan,nan+/-nan,23.74+/-0.24,nan+/-nan,nan+/-nan,23.74+/-0.24
